iso_code,country_name,year,UN_subregion,UN_region,SDG_region,UNICEF_region,WHO_region,WB_income_group,WB_region,survey_sample_size,severe_wasting,wasting,overweight,stunting,underweight,notes,report_author,source,under5,moderate_wasting,stunting_children,wasting_children,severe_wasting_children,moderate_wasting_children,overweight_children,underweight_children,severe_wasting_needs_kg,moderate_wasting_needs_kg,wasting_needs_kg,stunting_needs_kg
TUR,TURKEY,2008,Western Asia,Asia,Western Asia and Northern Africa,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,2481.0,0.2,0.8,0.0,12.3,1.7,0,Hacettepe University Institute of Population Studies. Turkey demographic and health survey 2008.,"Hacettepe University Institute of Population Studies, Ministry of Health General Directorate of Mother and Child Health and Family Planning, T.R. Prime Minister Undersecretary of State Planning Organization and TÜBITAK, Ankara, Turkey 2009.",6382824,0.6000000000000001,785087,51062,12765,38296,0,108508,172710,239350,412060,2826313
TUR,TURKEY,2013,Western Asia,Asia,Western Asia and Northern Africa,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,2519.0,0.4,1.7,10.9,9.5,1.9,0,Hacettepe University Institute of Population Studies.,"2013 Turkey demographic and health survey"". Ankara, Turkey: Hacettepe University Institute of Population Studies, T.R. Ministry of Development and TÜBYTAK, 2014.",6635619,1.2999999999999998,630383,112805,26542,86263,723282,126076,359113,539143,898256,2269378
TKM,TURKMENISTAN,2000,Central Asia,Asia,Central Asia and Southern Asia,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,2928.0,0.0,7.1,0.0,28.1,10.5,Converted estimates,"Gurbansoltan Eje Clinical Research Center for MCH (GECRCMCH), Ministry of Health & Medical Industry.","Turkmenistan demographic and health survey  2000. Demographic and Health Surveys. Calverton, Maryland, USA: GECRCMCH and ORC Macro, 2001(and additional analysis).",489647,0.0,137590,34764,0,0,0,51412,0,0,0,495324
TKM,TURKMENISTAN,2006,Central Asia,Asia,Central Asia and Southern Asia,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,2065.0,2.1,7.2,4.5,18.9,9.2,0,National Institute of State Statistics and Information [Turkmenistan].,"Turkmenistan multiple indicator cluster survey 2006, Final Report. Ashgabat, Turkmenistan: Turkmenmillihasabat, 2006 (and additional analysis).",522462,5.1,98745,37617,10971,26645,23510,48066,148437,166531,314968,355482
TKM,TURKMENISTAN,2015,Central Asia,Asia,Central Asia and Southern Asia,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,3718.0,1.1,4.2,5.9,11.5,3.2,0,The State Committee of Statistics of Turkmenistan and UNICEF,"2015-2016 Turkmenistan Multiple Indicator Cluster Survey, Final Report (and additional analysis)",678766,3.1,78058,28508,7466,21041,40047,21720,101014,131506,232520,281008
TUV,TUVALU,2007,Polynesia,Oceania,Oceania excluding Australia and New Zealand,East Asia and Pacific,WPRO,Upper Middle Income,East Asia & Pacific,430.0,0.9,3.3,6.3,10.0,1.6,0,"Central Statistics Division (TCSD), SPC and Macro International Inc.","Tuvalu demographic and health survey. DHS. Noumea, New Caledonia: TCSD, SPC and Macro International Inc, 2007 (accessed 22/12/09 http://www.spc.int/sdp/index.php?option=com_docman&task=cat_view&gid=53&Itemid=42).",1000,2.4,100,33,9,24,63,16,121,150,271,360
UGA,UGANDA,1988,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3820.0,0.9,3.1,3.6,47.6,19.7,0,"Kaijuka EM, Kaija EZA, Cross AR, Loaiza E.","Uganda demographic and health survey 1988/89. Demographic and Health Surveys. Ministry of Health. Entebbe, Uganda, 1989 (and additional analysis).",3203494,2.2,1524863,99308,28831,70476,115325,631088,390083,440475,830558,5489506
UGA,UGANDA,1995,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,5012.0,2.0,5.9,5.0,45.7,20.8,Age-adjusted;,Statistics Department [Uganda] and Macro International Inc.,"Uganda demographic and health survey 1995. Demographic and Health Surveys. Calverton, Maryland: Statistics Department and Macro International Inc., 1996 (and additional analysis).",4142046,3.9000000000000004,1892915,244380,82840,161539,207102,861545,1120825,1009618,2130443,6814494
UGA,UGANDA,2000,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,6433.0,1.5,5.0,4.9,44.8,19.0, (41 out of 45 districts),Uganda Bureau of Statistics (UBOS) and ORC Macro.,"Uganda demographic and health survey 2000-2001. Demographic and Health Surveys. Calverton, Maryland, USA: UBOS and ORC Macro, 2001 (and additional analysis).",4842237,3.5,2169322,242111,72633,169478,237269,920025,982724,1059237,2041961,7809559
UGA,UGANDA,2006,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2816.0,2.2,6.3,4.9,38.7,16.4,0,Uganda Bureau of Statistics (UBOS) and Macro International Inc.,"Uganda demographic and health survey 2006. Demographic and Health Surveys. Calverton, Maryland, USA: UBOS and Macro International Inc., 2007 (and additional analysis).",5935782,4.1,2297147,373954,130587,243367,290853,973468,1766842,1521043,3287885,8269729
UGA,UGANDA,2011,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2448.0,1.5,4.8,3.8,33.7,14.1,0,Uganda Bureau of Statistics (UBOS) and ICF International Inc.,"Uganda demographic and health survey 2011. Demographic and Health Surveys. Kampala, Uganda: UBOS and Calverton, Maryland: ICF International Inc., 2012 (and additional analysis).",6810583,3.3,2295166,326907,102158,224749,258802,960292,1382197,1404681,2786878,8262597
UGA,UGANDA,2012,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2792742.0,0.3,4.3,5.8,34.2,12.0,0,Uganda Bureau of Statistics (UBOS).,"Uganda National Panel Survey (UNPS) - Wave III. Kampala, Uganda: UBOS, 2013 (and additional analysis).",6985400,4.0,2389006,300372,20956,279416,405153,838248,283534,1746350,2029884,8600421
UGA,UGANDA,2016,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,5110.0,1.3,3.6,3.7,28.9,10.5,(pending reanalysis),Uganda Bureau of Statistics (UBOS); ICF,"Uganda Demographic and Health Survey 2016: Key Indicators Report. Kampala, Uganda: UBOS, and Rockville, Maryland, USA: UBOS and ICF.",7698907,2.3,2224984,277160,100085,177074,284859,808385,1354150,1106712,2460862,8009942
UKR,UKRAINE,2000,Eastern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,4247.0,3.8,8.2,26.5,22.9,4.1,0,State Statistics Committee of Ukraine.,Multiple indicator cluster survey (full report). MICS. 7/1/02 http://www.childinfo.org/MICS2/natlMICSrepz/Ukraine/UKRfull_report.pdf (and additional analysis).,2160554,4.3999999999999995,494766,177165,82101,95064,572546,88582,1110826,594150,1704976,1781157
UKR,UKRAINE,2002,Eastern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,878.0,0.0,0.3,0.0,3.7,0.8,Age-adjusted; converted estimates,"Academy of Medical Science of Ukraine, Ministry of Health [Ukraine], Komisarenko Endocrinology and Metabolism, and Institute of Occupational","Health under AMS of Ukraine, State Statistics Committee of Ukraine, UNICEF, CDC. Report of the national micronutrient survey Ukraine. C.: Premier Media, 2004 (and additional analysis).",2030123,0.0,75114,6090,0,0,0,16240,0,0,0,270410
TZA,UNITED REPUBLIC OF TANZANIA (THE),1991,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,6711.0,2.8,7.9,5.7,49.7,25.1,0,"Ngallaba S, Kapiga SH, Ruyobya I, Boerma JT.","Tanzania demographic and health survey 1991/92. Demographic and Health Surveys. Dar es Salaam, United Republic of Tanzania, 1992 (and additional analysis).",4806784,5.1000000000000005,2388971,379735,134589,245145,273986,1206502,1820989,1532156,3353145,8600295
TZA,UNITED REPUBLIC OF TANZANIA (THE),1996,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,5677.0,3.0,8.5,4.6,49.7,26.9,0,Bureau of Statistics [Tanzania] and Macro International Inc.,"Tanzania demographic and health survey 1996. Demographic and Health Surveys. Calverton, Maryland: Bureau of Statistics and Macro International Inc., 1997 (and additional analysis).",5507290,5.5,2737123,468119,165218,302900,253335,1481461,2235399,1893125,4128524,9853642
TZA,UNITED REPUBLIC OF TANZANIA (THE),1999,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2657.0,2.0,5.6,3.3,48.3,25.3,0,National Bureau of Statistics (NBS) [Tanzania] and ORC Macro.,"Tanzania reproductive and child health survey 1999. Demographic and Health Surveys. Calverton, Maryland: National Bureau of Statistics [Tanzania] and Macro International Inc., 2000 (and additional analysis).",5829325,3.5999999999999996,2815563,326442,116586,209855,192367,1474819,1577408,1311593,2889001,10136026
TZA,UNITED REPUBLIC OF TANZANIA (THE),2004,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,8193.0,1.0,3.5,4.9,44.4,16.7,0,National Bureau of Statistics (NBS) [Tanzania] and ORC Macro.,"Tanzania demographic and health survey  2004-05. Demographic and Health Surveys. Dar es Salaam, Tanzania: National Bureau of Statistics and ORC Macro, 2005 (and additional analysis).",6855841,2.5,3043993,239954,68558,171396,335936,1144925,927589,1071225,1998814,10958374
TZA,UNITED REPUBLIC OF TANZANIA (THE),2009,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,1999.0,0.0,2.7,0.0,43.0,15.9,0,National Bureau of Statistics (NBS) [Tanzania].,"Tanzania National Panel Survey Report (NPS) - Wave 2, 2010 - 2011. Dar es Salaam, Tanzania: NBS, 2012.",8005096,0.0,3442191,216137,0,0,0,1272810,0,0,0,12391887
TZA,UNITED REPUBLIC OF TANZANIA (THE),2010,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,7652.0,1.3,4.9,5.5,42.5,16.2,0,National Bureau of Statistics (NBS) [Tanzania] and ICF Macro.,"Tanzania demographic and health survey  2010. Demographic and Health Surveys. Dar es Salaam, Tanzania: NBS and ICF Macro, 2011 (and additional analysis).",8225568,3.6000000000000005,3495866,403052,106932,296120,452406,1332542,1446789,1850750,3297539,12585117
TZA,UNITED REPUBLIC OF TANZANIA (THE),2011,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2602.0,0.0,6.6,0.0,34.8,13.6,0,National Bureau of Statistics (NBS) [Tanzania].,"Tanzania National Panel Survey Report (NPS) - Wave 2, 2010 - 2011. Dar es Salaam, Tanzania: NBS, 2012.",8455923,0.0,2942661,558090,0,0,0,1150005,0,0,0,10593579
TZA,UNITED REPUBLIC OF TANZANIA (THE),2013,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,6313643.0,1.4,4.3,5.2,37.1,13.0,0,National Bureau of Statistics (NBS) [Tanzania].,"Tanzania National Panel Survey Report (NPS) - Wave 3, 2012 - 2013. Dar es Salaam, Tanzania: NBS, 2014 (and additional analysis).",8943135,2.9,3317903,384554,125203,259350,465043,1162607,1693996,1620937,3314933,11944450
TZA,UNITED REPUBLIC OF TANZANIA (THE),2014,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,16867.0,0.9,3.8,0.0,34.7,13.4,(pending reanalysis),"Tanzania Food and Nutrition Centre, Ministry of Health and Social Welfare.","Tanzania national nutrition survey 2014: Final report. United Republic of Tanzania, December 2014.",9186715,2.9,3187790,349095,82680,266414,0,1231019,1118660,1665087,2783747,11476044
TZA,UNITED REPUBLIC OF TANZANIA (THE),2015,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,9886.0,1.2,4.5,3.6,34.4,13.7,(pending reanalysis),National Bureau of Statistics (NBS) [Tanzania].,"Tanzania demographic and health survey  2015-16. Demographic and Health Surveys. Dar es Salaam, Tanzania: NBS and ICFInternational, 2016",9419084,3.3,3240164,423858,113029,310829,339087,1290414,1529282,1942681,3471963,11664590
USA,UNITED STATES OF AMERICA (THE),1991,Northern America,Northern America,Northern America and Europe,North America,AMRO,High Income,North America,6662.0,0.1,0.7,5.4,3.2,0.9,(2-60 months),"National Center for Health Statistics, Centers for Disease Control and Prevention.","Plan and operation of the third national health and nutrition examination survey, 1988-94 (NHANES III). Vital Health Statistics 1994;32:1-2 (and additional analysis).",19555672,0.6,625781,136889,19555,117334,1056006,176001,264579,733337,997916,2252811
USA,UNITED STATES OF AMERICA (THE),2001,Northern America,Northern America,Northern America and Europe,North America,AMRO,High Income,North America,2666.0,0.0,0.4,7.0,3.3,1.1,0,"Hedley AA, Ogden CL, Johnson CL, Carroll MD, Curtin LR, Flegal KM.","Prevalence of overweight and obesity among US children, adolescents, and adults, 1999-2002. JAMA 2004;291:2847-50 (and additional analysis).",19382292,0.0,639615,77529,0,0,1356760,213205,0,0,0,2302614
USA,UNITED STATES OF AMERICA (THE),2005,Northern America,Northern America,Northern America and Europe,North America,AMRO,High Income,North America,3092.0,0.1,0.8,8.1,3.2,1.1,0,Centers for Disease Control and Prevention (CDC). National Center for Health Statistics (NCHS).,"National Health and Nutrition Examination Survey Data. Hyattsville, MD: U.S. Department of Health and Human Services, CDC, [2003-06 combined][wwwn.cdc.gov/nchs/nhanes/search/nhanes03_04.aspx and wwwn.cdc.gov/nchs/nhanes/search/nhanes05_06.aspx].",20273450,0.7000000000000001,648750,162187,20273,141914,1642149,223007,274293,886962,1161255,2335500
USA,UNITED STATES OF AMERICA (THE),2009,Northern America,Northern America,Northern America and Europe,North America,AMRO,High Income,North America,2898.0,0.0,0.5,7.8,2.7,0.8,0,Centers for Disease Control and Prevention (CDC). National Center for Health Statistics (NCHS).,"National Health and Nutrition Examination Survey Data. Hyattsville, MD: U.S. Department of Health and Human Services, CDC, [2007-10 combined][wwwn.cdc.gov/nchs/nhanes/search/nhanes07_08.aspx and wwwn.cdc.gov/nchs/nhanes/search/nhanes09_10.aspx].",20913782,0.0,564672,104568,0,0,1631274,167310,0,0,0,2032819
USA,UNITED STATES OF AMERICA (THE),2012,Northern America,Northern America,Northern America and Europe,North America,AMRO,High Income,North America,600.0,0.0,0.5,6.0,2.1,0.5,0,Centers for Disease Control and Prevention (CDC). National Center for Health Statistics (NCHS).,"National Health and Nutrition Examination Survey Data. Hyattsville, MD: U.S. Department of Health and Human Services, CDC, [2011-12] [wwwn.cdc.gov/nchs/nhanes/search/nhanes11_12.aspx].",20508408,0.0,430676,102542,0,0,1230504,102542,0,0,0,1550433
URY,URUGUAY,1987,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,High Income,Latin America & Caribbean,3471.0,0.0,0.0,0.0,21.0,6.5,Converted estimates,Bove MI.,"Uruguay: Situacion alimentario-nutricional, algunos factores condicionantes 1970-87. Document prepared for the ACC/SCN. Montevideo, Uruguay, 1987 (and additional analysis).",258579,0.0,54301,0,0,0,0,16807,0,0,0,195483
URY,URUGUAY,1999,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,High Income,Latin America & Caribbean,11413.0,0.8,2.3,9.0,12.8,4.7,Age-adjusted;,"Bove I, Campoy C, Uauy R, Miranda T, Cerruti F. Trends in early growth indices (stunting and overweight) in the first 24 months of life in Uruguay","over the past decade. Public Health Nutrition 2013 (in press). Encuesta nacional sobre estado nutricional, prácticas de alimentación y anemia. Montevideo, Uruguay: MSP, MIDES, RUANDI, UNICEF, 2011 (and additional analysis).",274484,1.4999999999999998,35133,6313,2195,4117,24703,12900,29698,25731,55429,126478
URY,URUGUAY,2002,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,High Income,Latin America & Caribbean,7091.0,0.5,2.4,10.0,14.7,5.4, National monitoring system,Ministerio de Salud Publica.,"Sistema de vigilancia del estado nutricional (SISVEN), 2002. Programa Nacional de Nutrición. Montevideo, Uruguay, 2007.",262511,1.9,38589,6300,1312,4987,26251,14175,17751,31168,48919,138920
URY,URUGUAY,2003,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,High Income,Latin America & Caribbean,2787.0,0.9,2.8,11.5,15.8,5.1,Age-adjusted;,"Bove I, Campoy C, Uauy R, Miranda T, Cerruti F. Trends in early growth indices (stunting and overweight) in the first 24 months of life in Uruguay","over the past decade. Public Health Nutrition 2013 (in press). Encuesta nacional sobre estado nutricional, prácticas de alimentación y anemia. Montevideo, Uruguay: MSP, MIDES, RUANDI, UNICEF, 2011 (and additional analysis).",259863,1.9,41058,7276,2338,4937,29884,13253,31633,30856,62489,147808
URY,URUGUAY,2004,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,High Income,Latin America & Caribbean,7012.0,0.7,3.0,9.4,13.9,6.0,National monitoring system,Ministerio de Salud Publica.,"Sistema de vigilancia del estado nutricional (SISVEN), 2004. Programa Nacional de Nutrición. Montevideo, Uruguay, 2007.",257608,2.3,35807,7728,1803,5924,24215,15456,24394,37025,61419,128905
